COD_ACTE,DT_MODIF,NOM_LONG
LZGA001,2024-11-04,"Ablation de biomat‚riau de la face et/ou du cou, par abord direct"
MACA001,2024-11-04,"Ost‚osynthŠse de fracture de la clavicule, … foyer ouvert"
HPSC001,2024-11-04,"Ligature du processus vaginal du p‚ritoine [canal p‚riton‚ovaginal], par coelioscopie"
HQQE001,2024-11-04,"Bilan fonctionnel de la d‚glutition avec fibroscopie du pharynx et du larynx par voie nasale, essai alimentaire et enregistrement vid‚o"
HQQH002,2024-11-04,"tude radiologique dynamique de la d‚glutition, avec enregistrement [Pharyngographie dynamique]"
HQQP001,2024-11-04,Analyse informatis‚e de la d‚glutition
HQRP001,2024-11-04,"S‚ance de r‚‚ducation de la d‚glutition, avec contr“le instrumental"
HRQP001,2024-11-04,"Surveillance tonom‚trique continue du pH intramuqueux gastrique ou colique et/ou du gradient gastroart‚riel ou coloart‚riel de la PCO2, par 24 heures"
HSLD001,2024-11-04,"Alimentation ent‚rale par sonde avec apport de 20 … 35 kilocalories par kilogramme par jour [kcal/kg/jour], par 24 heures"
HSLD002,2024-11-04,"Alimentation ent‚rale par sonde avec apport de plus de 35 kilocalories par kilogramme par jour [kcal/kg/jour], par 24 heures"
HSLF001,2024-11-04,"Alimentation ent‚rale et parent‚rale, avec apport de plus de 35 kilocalories par kilogramme par jour [kcal/kg/jour], par 24 heures"
HSLF002,2024-11-04,"Alimentation parent‚rale avec apport de 20 … 35 kilocalories par kilogramme par jour [kcal/kg/jour], par 24 heures"
HSLF003,2024-11-04,"Alimentation parent‚rale avec apport de plus de 35 kilocalories par kilogramme par jour [kcal/kg/jour], par 24 heures"
HTQD002,2024-11-04,Manom‚trie anorectale
LBGD001,2024-11-04,Ablation de moyen de contention maxillaire et/ou mandibulaire intrabuccal
LBLA001,2024-11-04,Pose d'une prothŠse obturatrice … ‚tage ou d'une balle obturatrice souple aprŠs r‚section de l'os maxillaire
LBLB001,2024-11-04,"Infiltration et/ou lavage de l'articulation temporomandibulaire, par voie transcutan‚e"
LBLB002,2024-11-04,"Infiltration p‚riarticulaire temporomandibulaire, par voie transcutan‚e"
LBLD001,2024-11-04,Pose d'un chƒssis m‚tallique support de prothŠse maxillofaciale [prothŠse obturatrice]
LBLD002,2024-11-04,Pose d'un appareillage de mobilisation en lat‚ralit‚ et/ou en propulsion pour fracture unicondylaire ou bicondylaire de la mandibule
LBLD003,2024-11-04,Pose d'une gouttiŠre maxillaire ou mandibulaire pour h‚mostase ou portetopique
LBLD004,2024-11-04,"Pose de 4 implants intraosseux intrabuccaux, chez l'adulte"
MAGA002,2024-11-04,"videment de la scapula avec comblement, par abord direct"
MAGA003,2024-11-04,"videment de la scapula sans comblement, par abord direct"
MAPA001,2024-11-04,"Ost‚otomie intraarticulaire ou extraarticulaire de la glŠne de la scapula, par abord direct"
MAPA002,2024-11-04,"Ost‚otomie de la clavicule, par abord direct"
MAPA003,2024-11-04,"Ost‚otomie de l'acromion et/ou de l'‚pine de la scapula, par abord direct"
MAQK001,2024-11-04,Radiographie de la ceinture scapulaire et/ou de l'‚paule selon 3 ou 4 incidences
MAQK002,2024-11-04,Radiographie de la ceinture scapulaire et/ou de l'‚paule selon 5 incidences ou plus
MAQK003,2024-11-04,Radiographie de la ceinture scapulaire et/ou de l'‚paule selon 1 ou 2 incidences
MBCA011,2024-11-04,"Ost‚osynthŠse de fracture de la diaphyse de l'hum‚rus, … foyer ouvert"
MBCA012,2024-11-04,"Ost‚osynthŠse de fracture intracapsulaire de l'extr‚mit‚ distale de l'hum‚rus, … foyer ouvert"
MBCB001,2024-11-04,"Ost‚osynthŠse d'une fracture supracondylaire de l'hum‚rus, … foyer ferm‚"
MBCB002,2024-11-04,"Ost‚osynthŠse de fracture de la diaphyse de l'hum‚rus par mat‚riel centrom‚dullaire, … foyer ferm‚"
MBCB003,2024-11-04,"Ost‚osynthŠse d'une fracture de l'‚picondyle m‚dial ou de l'‚picondyle lat‚ral de l'hum‚rus, … foyer ferm‚"
MBCB004,2024-11-04,"Ost‚osynthŠse d'une fracture du condyle m‚dial ou du condyle lat‚ral de l'hum‚rus, … foyer ferm‚"
MBCB005,2024-11-04,"Ost‚osynthŠse pr‚ventive de l'hum‚rus pour l‚sion ost‚olytique, … foyer ferm‚"
LDAA001,2024-11-04,"Recalibrage bilat‚ral de la colonne vert‚brale cervicale, par abord post‚rieur"
LDAA002,2024-11-04,"Recalibrage unilat‚ral de la colonne vert‚brale cervicale, par abord post‚rieur"
LDCA001,2024-11-04,"Ost‚osynthŠse transarticulaire bilat‚rale de l'atlas et de l'axis, par cervicotomie ant‚rieure ou par cervicotomie ant‚rolat‚rale bilat‚rale"
HJQX004,2024-11-04,"Examen anatomopathologique … vis‚e carcinologique de rectosigmoidectomie, ou d'ex‚rŠse partielle ou totale de rectum, emportant le m‚sorectum"
HJSA001,2024-11-04,"Fermeture d'une fistule rectovaginale haute ou colovaginale acquise, par laparotomie"
HJSD001,2024-11-04,H‚mostase secondaire … un acte sur le rectum
HKCA001,2024-11-04,Myorraphie pr‚anale et r‚troanale des muscles ‚l‚vateurs de l'anus
HKCA002,2024-11-04,Myorraphie r‚troanale des muscles ‚l‚vateurs de l'anus
HKCA003,2024-11-04,"Suture de plaie de l'anus, avec r‚paration du muscle sphincter externe de l'anus"
HKCA004,2024-11-04,"Suture de plaie de l'anus, sans r‚paration du muscle sphincter externe de l'anus"
HKCA005,2024-11-04,Myorraphie pr‚anale des muscles ‚l‚vateurs de l'anus
HKEA001,2024-11-04,Transposition post‚rieure de l'anus
HKFA001,2024-11-04,Destruction et/ou ex‚rŠse de tumeur b‚nigne du canal anal
HKFA002,2024-11-04,R‚section d'une fissure anale infect‚e
HKFA004,2024-11-04,Excision d'une fissure anale [Fissurectomie anale]
HKFA005,2024-11-04,"Excision d'une fissure et/ou d'une st‚nose anale, avec anoplastie muqueuse"
HKFA006,2024-11-04,"Excision d'une fissure anale, avec anoplastie muqueuse et r‚section d'un paquet h‚morro‹daire isol‚"
HKFA007,2024-11-04,Ex‚rŠse de tumeur maligne du canal anal et/ou de l'anus
PAGA002,2024-11-04,Ablation de greffon ou de mat‚riau inerte non proth‚tique de la diaphyse d'os long
PAGA003,2024-11-04,"videment d'une ‚piphyse active avec comblement, par arthrotomie"
PAGA005,2024-11-04,"videment d'une ‚piphyse, par abord extraarticulaire"
PAGA006,2024-11-04,"videment d'une ‚piphyse active sans comblement, par arthrotomie"
PAGA007,2024-11-04,"D‚s‚piphysiodŠse d'un os long, par abord direct"
PAGA008,2024-11-04,"Ablation de mat‚riel d'ost‚osynthŠse centrom‚dullaire des membres sur plusieurs sites, par abord direct"
PAQK900,2024-11-04,"Ost‚odensitom‚trie [Absorptiom‚trie osseuse] du corps entier par m‚thode biphotonique, pour affection osseuse autre que constitutionnelle"
PAQL001,2024-11-04,"Scintigraphie osseuse du corps entier segment par segment en un temps [temps tardif], avec acquisition compl‚mentaire par un collimateur st‚nop‚"
PAQL002,2024-11-04,Scintigraphie osseuse du corps entier en plusieurs temps
PAQL003,2024-11-04,Scintigraphie osseuse du corps entier en un temps [temps tardif]
PAQL004,2024-11-04,"Scintigraphie osseuse segmentaire en un temps [temps tardif], avec acquisition compl‚mentaire par un collimateur st‚nop‚"
NFQK002,2024-11-04,Radiographie bilat‚rale du genou selon 1 ou 2 incidences par c“t‚
NFQK003,2024-11-04,Radiographie du genou selon 3 ou 4 incidences
NFQK004,2024-11-04,Radiographie du genou selon 5 incidences ou plus
NFQP001,2024-11-04,"Bilan fonctionnel de l'articulation du genou, sous anesth‚sie g‚n‚rale ou locor‚gionale"
NFQP002,2024-11-04,"Bilan fonctionnel de l'articulation du genou avec confection d'un appareillage rigide d'immobilisation externe, sous anesth‚sie g‚n‚rale ou locor‚gionale"
NFRP001,2024-11-04,"Mobilisation de l'articulation du genou … vis‚e th‚rapeutique, sous anesth‚sie g‚n‚rale ou locor‚gionale"
NGCA001,2024-11-04,"Suture ou reconstruction de l'appareil capsuloligamentaire de l'articulation tibiotalienne et/ou de l'articulation talocalcan‚enne, par abord direct"
QEKA001,2024-11-04,"Changement d'implant proth‚tique mammaire, avec capsulectomie"
QEKA002,2024-11-04,"Changement d'implant proth‚tique mammaire, sans capsulectomie"
QELH001,2024-11-04,"Pose de repŠre dans le sein, par voie transcutan‚e avec guidage mammographique"
QZFA022,2024-11-04,"Ex‚rŠse de 6 l‚sions cutan‚es ou plus, par curetage"
QZFA023,2024-11-04,Excision de l‚sion infectieuse diffuse de la peau et des tissus mous sur 50 cmı … 200 cmı
QZFA024,2024-11-04,Ex‚rŠse de l‚sion souscutan‚e susfasciale de plus de 10 cm de grand axe
QZFA025,2024-11-04,"Excision de br–lure en dehors de l'extr‚mit‚ c‚phalique et des mains, sur 17,5% … 20% de la surface corporelle"
QZFA026,2024-11-04,"Ex‚rŠse de l‚sion superficielle de la peau par excision d'une zone cutan‚e de plus de 10 cmı, par technique chimiochirurgicale [technique de Mohs]"
QZFA027,2024-11-04,Excision de l‚sion infectieuse diffuse de la peau et des tissus mous sur plus de 200 cmı
QZFA028,2024-11-04,Ex‚rŠse tangentielle de 1 … 5 l‚sions cutan‚es
QZFA029,2024-11-04,Ex‚rŠse totale de l'appareil ungu‚al
QZFA030,2024-11-04,Ex‚rŠse de l‚sion superficielle de la peau par excision d'une zone cutan‚e de plus de 200 cmı
QZHA005,2024-11-04,"Biopsie des tissus souscutan‚s susfasciaux, par abord direct"
QZJA001,2024-11-04,"Parage et/ou suture de plaie profonde de la peau et des tissus mous de plus de 10 cm de grand axe, en dehors de la face et de la main"
QZJA002,2024-11-04,"Parage et/ou suture de plaie superficielle de la peau de moins de 3 cm de grand axe, en dehors de la face"
QZJA003,2024-11-04,"Pansement chirurgical secondaire de br–lure en dehors de l'extr‚mit‚ c‚phalique et des mains, sur moins de 1% de la surface corporelle"
QZJA004,2024-11-04,"Pansement chirurgical initial de br–lure en dehors de l'extr‚mit‚ c‚phalique et des mains, sur 10% … 30% de la surface corporelle"
QZJA005,2024-11-04,"Pansement chirurgical initial de br–lure en dehors de l'extr‚mit‚ c‚phalique et des mains, sur 1% … 10% de la surface corporelle"
QZJA007,2024-11-04,"Pansement chirurgical secondaire de br–lure en dehors de l'extr‚mit‚ c‚phalique et des mains, sur 10% … 30% de la surface corporelle"
QZJA008,2024-11-04,"Pansement chirurgical secondaire de br–lure en dehors de l'extr‚mit‚ c‚phalique et des mains, sur 30% … 60% de la surface corporelle"
QZJA009,2024-11-04,"vacuation de collection superficielle de la peau, par abord direct"
QZJA010,2024-11-04,"Pansement chirurgical secondaire de br–lure en dehors de l'extr‚mit‚ c‚phalique et des mains, sur 1% … 10% de la surface corporelle"
QZJA011,2024-11-04,"vacuation de collection profonde de la peau et des tissus mous, par abord direct"
QZJA012,2024-11-04,"Parage et/ou suture de plaie profonde de la peau et des tissus mous de 3 cm … 10 cm de grand axe, en dehors de la face et de la main"
QZJA013,2024-11-04,"Parage secondaire de l‚sion traumatique ou infectieuse de la peau et des tissus mous, sous anesth‚sie g‚n‚rale ou locor‚gionale"
JDFA007,2024-11-04,R‚section d'un kyste ou d'une fistule du ligament ombilical m‚dian [ouraque]
JDFA008,2024-11-04,"Cystectomie totale avec ur‚t‚rostomie cutan‚e transintestinale par anse non d‚tubul‚e, par laparotomie"
JDFA009,2024-11-04,"Cystectomie totale avec anastomose ur‚t‚rocolique directe, par laparotomie"
JDFA010,2024-11-04,"Ex‚rŠse de la plaque d'une exstrophie v‚sicale avec d‚rivation urinaire, avec ost‚otomie du bassin"
JCCA014,2024-11-04,"Ur‚t‚rostomie cutan‚e avec anastomose ur‚t‚ro-ur‚t‚rale crois‚e, par abord direct"
JCCB001,2024-11-04,"Ur‚t‚rostomie, par voie transcutan‚e"
JCCC001,2024-11-04,"Ur‚t‚rostomie cutan‚e, par coelioscopie ou par r‚trop‚riton‚oscopie"
JCCC002,2024-11-04,"Ur‚t‚rostomie cutan‚e transintestinale par anse non d‚tubul‚e, par coelioscopie ou par r‚trop‚riton‚oscopie"
JCCC003,2024-11-04,"Suture de plaie ou de rupture de l'uretŠre, par coelioscopie ou par r‚trop‚riton‚oscopie"
JCEA001,2024-11-04,"R‚implantation ur‚t‚rov‚sicale bilat‚rale avec cr‚ation de montage antireflux, par abord direct"
JCEA002,2024-11-04,"R‚implantation ur‚t‚rov‚sicale unilat‚rale avec cr‚ation de montage antireflux, par abord direct"
JCEA003,2024-11-04,"R‚implantation ur‚t‚rov‚sicale avec plastie de la vessie par mobilisation [vessie pso‹que] ou allongement par lambeau p‚dicul‚, par abord direct"
JCEA004,2024-11-04,"R‚implantation v‚sicale d'une duplicit‚ ur‚t‚rale, par abord direct"
JCEA005,2024-11-04,"R‚implantation ur‚t‚rov‚sicale sans cr‚ation de montage antireflux, par abord direct"
JCEC006,2024-11-04,"R‚implantation ur‚t‚rov‚sicale unilat‚rale avec cr‚ation de montage antireflux, par coelioscopie"
JCEC011,2024-11-04,"R‚implantation ur‚t‚rov‚sicale bilat‚rale avec cr‚ation de montage antireflux, par coelioscopie"
JCEE001,2024-11-04,"Refoulement de calcul de l'uretŠre par sonde ur‚t‚rale, par endoscopie r‚trograde"
JCFA001,2024-11-04,"Ur‚t‚rectomie totale, par abord direct"
JCFA002,2024-11-04,"Ur‚t‚rectomie segmentaire lombo-iliaque avec r‚tablissement de la continuit‚ de l'uretŠre, par abord direct"
MBAA002,2024-11-04,Allongement osseux progressif au bras ou … l'avant-bras par systŠme externe
MBCA001,2024-11-04,Ost‚osynthŠse de fracture extraarticulaire infratub‚rositaire de l'hum‚rus
MBCA002,2024-11-04,"Ost‚osynthŠse pr‚ventive de l'hum‚rus pour l‚sion ost‚olytique, … foyer ouvert"
NJMA002,2024-11-04,Reconstruction de l'appareil extenseur du genou par autogreffe ost‚otendineuse pr‚lev‚e sur le genou homolat‚ral
NJMA003,2024-11-04,"Autoplastie d'un tendon de l'arriŠre-pied, par abord direct"
NJMA004,2024-11-04,"Reconstruction du r‚tinaculum des muscles fibulaires [gaine des tendons p‚roniers] par plastie capsuloligamentaire, p‚riost‚e et/ou osseuse"
NJPA015,2024-11-04,Apon‚vrotomie et d‚sinsertion musculaire … la plante du pied [Lib‚ration plantaire]
NJPA016,2024-11-04,"Incisions axiales [Peignage] du ligament patellaire [tendon rotulien], avec plastie autologue"
NJPA017,2024-11-04,"Section, allongement ou transfert tendineux pour correction unilat‚rale d'attitude vicieuse de la hanche, du genou et du pied, avec ost‚otomie simple de la diaphyse du f‚mur et du tibia, par abord direct"
NJPA018,2024-11-04,"Lib‚ration, incisions axiales ou t‚nosynovectomie d'un tendon de l'arriŠre-pied"
NJPA019,2024-11-04,"Lib‚ration des tissus mous de la cheville ou de l'arriŠre-pied avec capsulotomie, par abord post‚rieur et par abord m‚dial"
NJPA020,2024-11-04,"Section, allongement ou transfert tendineux pour correction bilat‚rale d'attitude vicieuse de la hanche, du genou et du pied, avec ost‚otomie simple de la diaphyse du f‚mur, par abord direct"
NJPA021,2024-11-04,"Section, allongement ou transfert tendineux pour correction unilat‚rale d'attitude vicieuse de la hanche, du genou et du pied, avec raccourcissement du ligament patellaire, par abord direct"
NJPA022,2024-11-04,"Section, allongement ou transfert tendineux pour correction bilat‚rale d'attitude vicieuse de la hanche, du genou et du pied, par abord direct"
NJPA023,2024-11-04,"Lib‚ration ant‚rieure de la cheville et du pied, pour pied convexe"
NJPA024,2024-11-04,"Section, allongement ou transfert tendineux pour correction unilat‚rale d'attitude vicieuse de la hanche, du genou et du pied, par abord direct"
NJPA025,2024-11-04,Section ou allongement d'un tendon de muscle extenseur ou de muscle fl‚chisseur des orteils … l'avant-pied
NBPA008,2024-11-04,"Ost‚otomie simple bilat‚rale de la diaphyse du f‚mur et du tibia, avec arthrodŠse du couple de torsion du pied [talocalcan‚enne et m‚diotarsienne] et correction de vices architecturaux"
NBPA009,2024-11-04,"Ost‚otomie de d‚rotation de l'extr‚mit‚ distale du f‚mur ou de l'extr‚mit‚ proximale du tibia, avec abord vasculaire ou nerveux pr‚alable"
NBPA010,2024-11-04,Ost‚otomie complexe de l'extr‚mit‚ distale du f‚mur
NBPA011,2024-11-04,Ost‚otomie complexe de la diaphyse du f‚mur
NBPA012,2024-11-04,"Ost‚otomie simple bilat‚rale de la diaphyse du f‚mur, avec arthrodŠse du couple de torsion du pied [talocalcan‚enne et m‚diotarsienne] et correction de vices architecturaux du pied"
NBPA013,2024-11-04,Ost‚otomie basicervicale du f‚mur
NBPA014,2024-11-04,Ost‚otomie du grand trochanter
PANH001,2024-11-04,"Destruction d'une tumeur osseuse b‚nigne par agent physique par voie transcutan‚e, avec guidage scanographique"
PANL001,2024-11-04,Irradiation interne d'une l‚sion osseuse par injection intraveineuse d'agent pharmacologique radio-isotopique
PAPA001,2024-11-04,"Ost‚otomies multiples d'alignement avec abord des deux extr‚mit‚s de plusieurs os longs homolat‚raux, par abord direct"
PAPA002,2024-11-04,Ost‚otomie it‚rative pour cal pr‚matur‚ au cours de l'allongement progressif d'un os long
PAPA003,2024-11-04,"Ost‚otomies multiples d'alignement avec abord des deux extr‚mit‚s d'un os long, par abord direct"
PAQK001,2024-11-04,Radiographie comparative des cartilages de conjugaison des os longs des membres
PAQL005,2024-11-04,"Scintigraphie osseuse du corps entier segment par segment en plusieurs temps, sans acquisition compl‚mentaire par un collimateur st‚nop‚"
PAQL006,2024-11-04,"Scintigraphie osseuse segmentaire en un temps [temps tardif], sans acquisition compl‚mentaire par un collimateur st‚nop‚"
PAQL007,2024-11-04,"Scintigraphie osseuse segmentaire en plusieurs temps, avec acquisition compl‚mentaire par un collimateur st‚nop‚"
PAQL008,2024-11-04,"Scintigraphie osseuse segmentaire en plusieurs temps, sans acquisition compl‚mentaire par un collimateur st‚nop‚"
PAQL009,2024-11-04,"Scintigraphie osseuse du corps entier segment par segment en un temps [temps tardif], sans acquisition compl‚mentaire par un collimateur st‚nop‚"
PAQL010,2024-11-04,"Scintigraphie osseuse du corps entier segment par segment en plusieurs temps, avec acquisition compl‚mentaire par un collimateur st‚nop‚"
PAQX004,2024-11-04,Examen anatomopathologique … vis‚e carcinologique de piŠce d'ex‚rŠse de tumeur de l'os et/ou de cartilage
NEEP003,2024-11-04,"R‚duction orthop‚dique progressive d'une hanche instable non traumatique par traction, avant l'ƒge de 12 mois"
NEEP004,2024-11-04,"R‚duction orthop‚dique d'une luxation traumatique de l'articulation coxof‚morale, avec contention par appareillage rigide pelvip‚dieux"
NEEP005,2024-11-04,"R‚duction orthop‚dique d'une luxation traumatique de l'articulation coxof‚morale, avec fracture ou d‚collement ‚piphysaire de la tˆte du f‚mur"
NEEP006,2024-11-04,R‚duction orthop‚dique progressive d'une hanche instable non traumatique par harnais
NEEP007,2024-11-04,"R‚duction orthop‚dique d'une luxation traumatique de l'articulation coxof‚morale, avec pose de traction continue"
NEFA001,2024-11-04,R‚section de l'articulation coxof‚morale avec coaptation trochant‚ro-iliaque ou f‚moro-iliaque
QAGA001,2024-11-04,Ablation de plusieurs corps ‚trangers profonds de la peau et des tissus mous du visage et/ou des mains
QAGA002,2024-11-04,Ablation de plusieurs corps ‚trangers superficiels de la peau du visage et/ou des mains
QAGA003,2024-11-04,Ablation d'un corps ‚tranger superficiel de la peau du visage ou des mains
QAGA004,2024-11-04,Ablation d'un corps ‚tranger profond des tissus mous du visage ou des mains
QAJA001,2024-11-04,Pansement chirurgical secondaire de br–lure sur l'extr‚mit‚ c‚phalique et les 2 mains
QAJA002,2024-11-04,Parage et/ou suture de plaie superficielle de la peau de la face de plus de 10 cm de grand axe
QAJA003,2024-11-04,"vacuation d'un phlegmon cervicofacial et m‚diastinal diffus, par cervicotomie"
MGQC001,2024-11-04,"Exploration de l'articulation du poignet, par arthroscopie"
MGQH001,2024-11-04,Arthrographie du poignet
MGQK001,2024-11-04,Radiographie du poignet selon 3 incidences ou plus
MGQK002,2024-11-04,Bilan radiographique dynamique du poignet pour entorse non dissociative selon 7 incidences sp‚cifiques
MGQK003,2024-11-04,Radiographie du poignet selon 1 ou 2 incidences
MGRP001,2024-11-04,"Mobilisation d'articulation du poignet et/ou de la main … vis‚e th‚rapeutique, sous anesth‚sie g‚n‚rale ou locor‚gionale"
MHCA001,2024-11-04,Suture ou plastie de l'appareil capsuloligamentaire de plusieurs articulations m‚tacarpophalangiennes
MHCA002,2024-11-04,"Suture ou plastie de l'appareil capsuloligamentaire de l'articulation m‚tacarpophalangienne du pouce, par abord direct"
MHCA003,2024-11-04,Suture ou plastie de l'appareil capsuloligamentaire d'une articulation m‚tacarpophalangienne
MHMP004,2024-11-04,Confection d'une orthŠse dynamique d'un doigt avec un ‚l‚ment moteur
MHMP006,2024-11-04,Confection d'une orthŠse dynamique de 3 doigts ou plus avec 3 ‚l‚ments moteurs
MHMP007,2024-11-04,Confection d'une orthŠse statique d'un doigt
MHPA001,2024-11-04,"Lib‚ration mobilisatrice de plusieurs articulations de la main, par abord direct"
JKQX007,2024-11-04,Examen anatomopathologique … vis‚e carcinologique de piŠce de conisation du col de l'ut‚rus
JKQX015,2024-11-04,Examen cytopathologique de contr“le en phase liquide [technique monocouche] de pr‚lŠvement [frottis] du col de l'ut‚rus
JKQX020,2024-11-04,"Examen anatomopathologique … vis‚e carcinologique de piŠce d'hyst‚rectomie, avec annexectomie et omentectomie"
JKQX027,2024-11-04,Examen cytopathologique de contr“le de pr‚lŠvement [frottis] du col de l'ut‚rus
JKQX147,2024-11-04,Examen cytopathologique en phase liquide [technique monocouche] de pr‚lŠvement [frottis] du col de l'ut‚rus pour d‚pistage individuel
LDCA004,2024-11-04,"Ost‚osynthŠse de la dent de l'axis [apophyse odonto‹de de C2], par cervicotomie ant‚rieure ou ant‚rolat‚rale"
LDCA005,2024-11-04,"Ost‚osynthŠse interlamaire de l'atlas et de l'axis, par abord post‚rieur"
LDCA006,2024-11-04,"Ost‚osynthŠse transarticulaire et/ou transp‚diculaire de l'atlas et de l'axis, par abord post‚rieur"
LDCA007,2024-11-04,"Ost‚osynthŠse de la colonne vert‚brale cervicale, par abord ant‚rieur avec mandibulotomie"
JKQX426,2024-11-04,Examen cytopathologique en phase liquide [technique monocouche] de pr‚lŠvement [frottis] du col de l'ut‚rus pour d‚pistage organis‚
JLAD001,2024-11-04,S‚ance de dilatation vaginale par bougies
JLCA001,2024-11-04,"Colpop‚rin‚orraphie post‚rieure, avec r‚fection du canal et du muscle sphincter externe de l'anus"
JLCA002,2024-11-04,"Colpop‚rin‚orraphie post‚rieure, avec r‚fection du muscle sphincter externe de l'anus"
LBLD281,2024-11-04,Pose de 3 implants intraosseux intrabuccaux chez l'enfant
LBLD294,2024-11-04,"Pose de 10 implants intraosseux intrabuccaux, chez l'adulte"
LBLD311,2024-11-04,Pose de moyen de liaison sur 9 implants pr‚proth‚tiques intraosseux intrabuccaux
LBLD420,2024-11-04,Pose de moyen de liaison sur 11 implants pr‚proth‚tiques intraosseux intrabuccaux ou plus
LBLD447,2024-11-04,Pose de moyen de liaison sur 5 implants pr‚proth‚tiques intraosseux intrabuccaux
LBLP001,2024-11-04,"Pose d'un guide positionnel, au cours d'une ost‚otomie de la mƒchoire"
LBMA001,2024-11-04,Reconstruction de l'articulation temporomandibulaire par prothŠse
LBMA002,2024-11-04,"Reconstruction du ramus de la mandibule par autogreffe ost‚ochondrale pour syndrome malformatif, par abord direct"
LBMA003,2024-11-04,"Reconstruction discale temporomandibulaire, par arthrotomie"
LBMA004,2024-11-04,Reconstruction du condyle de la mandibule par greffe ost‚ochondrale
LBMA006,2024-11-04,"Condyloplastie mandibulaire, par arthrotomie"
LBMP001,2024-11-04,Simulation des objectifs th‚rapeutiques sur moulages des arcades dentaires et/ou sur logiciel
LBMP002,2024-11-04,Montage directeur sur moulage d'‚tude des arcades dentaires
LBMP003,2024-11-04,R‚alisation de moulage d'‚tude des arcades dentaires
LBPA001,2024-11-04,"Ost‚otomie d'ant‚positionnement des ‚pines mentonniŠres [apophyses geni] de la mandibule, par abord intrabuccal"
LBPA002,2024-11-04,"Ost‚otomie sagittale du corps de la mandibule, par abord intrabuccal"
LBPA003,2024-11-04,"D‚cortication de la mandibule, par abord intrabuccal"
LBPA004,2024-11-04,"Ost‚otomie sagittale bilat‚rale du ramus de la mandibule [supralingulaire et pr‚angulaire], avec ost‚otomie maxillaire d'avanc‚e type Le Fort I non segment‚e, par abord intrabuccal"
LBPA005,2024-11-04,"Ost‚otomie interruptrice du corps de la mandibule, en avant du trou mentonnier, par abord intrabuccal"
LBPA006,2024-11-04,"Ost‚otomie maxillaire type Le Fort I segment‚e en 3 fragments ou plus, par abord intrabuccal"
LBPA007,2024-11-04,"Ost‚otomie verticale r‚trolingulaire [r‚trospigienne] du ramus de la mandibule, par abord facial"
JCFA003,2024-11-04,"Ur‚t‚rectomie segmentaire pelvienne avec r‚tablissement de la continuit‚ de l'uretŠre, par abord direct"
JCFA004,2024-11-04,"Ex‚rŠse d'une ur‚t‚rocŠle avec r‚implantation ur‚t‚rov‚sicale, h‚min‚phrectomie et ur‚t‚rectomie totale homolat‚rales, par abord direct"
JCFA005,2024-11-04,"R‚section longitudinale modelante d'un m‚ga-uretŠre avec r‚implantation ur‚t‚rov‚sicale et montage antireflux, par abord direct"
JCFA006,2024-11-04,"Ex‚rŠse unilat‚rale d'une ur‚t‚rocŠle avec r‚implantation ur‚t‚rov‚sicale bilat‚rale, par abord direct"
JCFA007,2024-11-04,"Ex‚rŠse d'une ur‚t‚rocŠle avec r‚implantation ur‚t‚rov‚sicale homolat‚rale, par abord direct"
JCFA008,2024-11-04,"Ur‚t‚rectomie segmentaire pelvienne avec r‚implantation ur‚t‚rov‚sicale et montage antireflux, par abord direct"
JCFA009,2024-11-04,"Ur‚t‚rectomie segmentaire pelvienne avec r‚implantation ur‚t‚rov‚sicale, par abord direct"
JCFA010,2024-11-04,"Ur‚t‚rectomie segmentaire pelvienne avec r‚implantation ur‚t‚rov‚sicale et plastie de la vessie par mobilisation [vessie pso‹que] ou allongement par lambeau p‚dicul‚, par abord direct"
JCFC001,2024-11-04,"Ur‚t‚rectomie totale, par coelioscopie ou par r‚trop‚riton‚oscopie"
JCFD001,2024-11-04,"Ex‚rŠse de tumeur de l'uretŠre lombal, par une n‚phrostomie d‚j… en place"
HLHB001,2024-11-04,"Biopsie du foie, par voie transcutan‚e sans guidage"
HLHH001,2024-11-04,"Biopsie du foie par voie jugulaire avec guidage ‚chographique et/ou radiologique, sans prise de pression intraveineuse"
EZMA003,2024-11-04,"Cr‚ation d'une fistule art‚rioveineuse pour accŠs vasculaire par abord direct avec superficialisation veineuse, chez un sujet de plus de 20 kg"
PAQK002,2024-11-04,"Radiographie du squelette pour calcul de l'ƒge osseux, aprŠs l'ƒge de 2 ans"
PAQK003,2024-11-04,"Radiographie du squelette complet, segment par segment, chez l'enfant"
PAQK004,2024-11-04,"Radiographie du squelette complet, chez le nouveau-n‚ d‚c‚d‚"
MDEA003,2024-11-04,Autogreffe corticospongieuse p‚dicul‚e de l'os scapho‹de
MDEA004,2024-11-04,"Reconstruction d'un doigt par transfert non vascularis‚ de phalange d'orteil, pour ag‚n‚sie digitale"
MDEP001,2024-11-04,R‚duction orthop‚dique de fractures de plusieurs os de la main
MDEP002,2024-11-04,R‚duction orthop‚dique d'une fracture d'un os de la main
MDFA001,2024-11-04,"R‚section segmentaire d'une phalange ou d'une articulation interphalangienne du pouce avec r‚tablissement de la continuit‚, pour triphalangie"
MDFA002,2024-11-04,"Ex‚rŠse partielle d'un os de la main sans interruption de la continuit‚, par abord direct"
MDFA003,2024-11-04,R‚section partielle d'un os du carpe sans arthrodŠse
MDFA004,2024-11-04,R‚section de la premiŠre rang‚e du carpe
